"URL","ASIN","Title","Brand","Fulfillment","Category","BSR","Subcategory","Price","Price Trend (90 days) (%)","Monthly Sales","Sales Trend (90 days) (%)","Monthly Revenue","Review Count","Reviews Rating","Seller","Number of Active Sellers","Last Year Sales","Sales Year Over Year (%)","Size Tier","Length","Width","Height","Weight","Storage Fee (Jan - Sep)","Storage Fee (Oct - Dec)","Best Sales Period","Age (Month)","Number of Images","Variation Count","Sales to Reviews"
"https://amazon.com/dp/B0C7BHXSJK","B0C7BHXSJK","20oz City Classic Stainless Steel Tumbler with Lid and Straw for Football Fans Gifts Skinny Travel Mug Tumbler Cup Keeps Drinks Cold & Hot","Generic","FBA","Kitchen & Dining",53979,"Tumblers & Water Glasses",23.99,-2,267,-47,6405.33,37,4.2,"Hlee Pice",1,"N/A","N/A","Large Standard-Size",8.69,3.26,3.17,0.8,35.86,124.73,"12/01/2023",8,8,17,7.22
"https://amazon.com/dp/B0C23X17T3","B0C23X17T3","HOMBYS Light Grey Oversized King Flat Sheets Extra Large,Soft & Durable Bed Sheet,Smooth & Breathable Top Sheet 120 in x120 in","HOMBYS","FBA","Home & Kitchen",166617,"Flat Sheets",28.99,"N/A",158,8,4580.42,172,4.1,"ISHOME",1,2262,64,"Large Standard-Size",2,11,16,2.2,140.56,488.89,"10/01/2023",8,7,11,0.92
"https://amazon.com/dp/B0BGZX72BB","B0BGZX72BB","Resin Balloon Dog Sculpture,Creative Cute Animal Crafts Figurine Balloon Dog Shaped Statue Art Sculpture Modern Desktop Ornament Decoration for Home Bedroom Living Room & Office Decor(Black,8""x8""x3"")","Addzoe","FBA","Home & Kitchen",29279,"Statues",19.99,"N/A",521,-19,10414.79,158,4.1,"landtrade ltd.",1,5517,"N/A","Large Standard-Size",4.37,8.62,9.37,1.3,140.94,490.23,"08/01/2023",7,2,22,3.3
"https://amazon.com/dp/B0C1CJH2JG","B0C1CJH2JG","Fortuhome White Matte Peel and Stick Wallpaper 393.7""X24"", Self-Adhesive Removable Matte Contact Paper for Cabinet, Thicken Waterproof Vinyl Wall Covering for Countertop Bathroom Kitchen Farmhouse","Fortuhome","FBA","Tools & Home Improvement",48778,"Wallpaper",39.99,"N/A",248,-18,9917.52,180,3.9,"Fortuhome",1,"N/A","N/A","Small Oversize",3,3.2,25.2,3.55,67.2,168,"09/01/2023",8,6,19,1.38
"https://amazon.com/dp/B0BYTD4Y1Q","B0BYTD4Y1Q","MOOFUN Cooling Blanket-Twin Bed Size 60 * 80 inches Q-max >0.46 Arc-Chill Technology Cooling Blankets for hot Sleepers Night Sweats hot Flashes Cool Thin Soft Lightweight Machine Washable-Beige","MOOFUN","FBA","Home & Kitchen",107015,"Bed Blankets",29.99,36,150,5,4498.5,94,4.2,"Happybull",1,1383,"N/A","Large Standard-Size",5.47,5.79,10.83,2.54,136.96,476.39,"07/01/2023",8,8,8,1.6
"https://amazon.com/dp/B0B8HG4J8H","B0B8HG4J8H","DAN SPEED Full Port Ball Valve Male x Female S304 Stainless Steel Heavy Duty for Water, Oil, and Gas,1000WOG (1inch)","DAN SPEED","FBA","Industrial & Scientific",8807,"Ball Valves",13.99,"N/A",320,51,4476.8,42,3.8,"Megairon",2,"N/A","N/A","Large Standard-Size",1.89,4.84,5.12,0.79,18.7,65.05,"01/01/2024","-",8,8,7.62
"https://amazon.com/dp/B0BVQT58GY","B0BVQT58GY","MAXIJIN Velvet Stretch Couch Cushion Covers Soft Loveseat Cushion Cover Replacement Sofa Seat Cushion Slipcovers RV Protector with Elastic Bottom (1 Piece Loveseat Cushion Cover, Gray)","MAXIJIN","FBA","Home & Kitchen",36341,"Sofa Slipcovers",17.99,-1,810,51,14571.9,331,4.2,"MAXIJIN SHOP",1,4813,60063,"Large Standard-Size",3.9,6.65,8.58,0.5,88.85,309.06,"01/01/2024","-",7,68,2.45
"https://amazon.com/dp/B0C4KVZMR2","B0C4KVZMR2","GSTUITGO Universal Stretch Sofa Covers,Couch Cushion Slipcovers for Sofa Bedroom,Anti-Slip L Shape Sofa Covers for Sectional Sofa,Chaise Lounge Sofa Slipcover,Wear-Resistant(Seablue,Single Seat)","GSTUITGO","FBA","Home & Kitchen",94410,"Sofa Slipcovers",16.99,"N/A",283,208,4808.17,58,3.7,"GSTTGO",1,"N/A","N/A","Large Standard-Size",2.64,6.85,9.29,0.37,67.08,233.33,"06/01/2023",7,7,108,4.88
"https://amazon.com/dp/B0B46491F9","B0B46491F9","FOYWOTI Hex Shank,Hole Saw HSS with Arbor Bi-Metal & Heavy Duty Hole Saw Cutter for Wood Corn Hole Boards Plastic Drywall (7-7/8""(200mm))","FOYWOTI","FBA","Tools & Home Improvement",58144,"Hole Saws",39.99,-73,229,,9157.71,28,4.1,"CHONGMO",1,"N/A","N/A","Large Standard-Size",1.89,8.23,8.23,3.95,51.12,177.8,"01/01/2024","-",6,71,8.18
"https://amazon.com/dp/B0C32YSS65","B0C32YSS65","dovfa Laundry Room Rug: 17""X60"" Laundry Room Decor and Accessories Anti-Slip Light Grey Runner Rug Machine Washable Text Design Laundry Mat - Area Rug for Farmhouse Kitchen Bathroom Mudroom Washroom","dovfa","FBA","Home & Kitchen",134219,"Runners",19.99,-18,280,-49,5597.2,216,4.2,"dovfa US",1,"N/A","N/A","Large Standard-Size",5.2,7.52,17.95,1.17,280.28,974.88,"11/01/2023",7,7,8,1.3
"https://amazon.com/dp/B0C39SP6QC","B0C39SP6QC","Fainne 150 Pack Photo Folders Cardboard Picture Frame Photo Frame Note Cards Cardboard Photo Folders Paper Greeting Cards Photo Inserts for Portraits Christmas Wedding Graduation (Black, 4 x 6 Inch)","Fainne","FBA","Office Products",35522,"Cards",29.99,-2,199,-16,5968.01,42,4,"Guouganty",1,"N/A","N/A","Large Standard-Size",6.38,8.43,10.31,4.52,221.42,770.15,"07/01/2023",5,6,4,4.85
"https://amazon.com/dp/B0C1GZSRTG","B0C1GZSRTG","ZAKUN Knot Pillow Balls, Round Ball Pillows Decorative Throw Pillows, Soft Plush Knotted Pillows Home Decoration for Sofa Bed Couch Handmade Knotted Ball Throw Pillow Cushion - Blue 13.7 inch","ZAKUN","FBA","Home & Kitchen",194897,"Throw Pillows",35.99,"N/A",138,-11,4966.62,83,4.2,"Roseya",1,2040,"N/A","Small Oversize",8.15,10,11.06,2.58,250.39,625.97,"07/01/2023","-",7,29,1.66
"https://amazon.com/dp/B0BZYGN4HR","B0BZYGN4HR","Battery Pressure Washer Portable，Cordless Pressure Washer Battery Powered with 6-in-1 Nozzle Max 1.5mpa Power Washer Floor Cleaner Indoor Car Wall Cleaning & Garden Watering","ＭＥＩＫＥＬＡ　ＭＥＩ","FBA","Patio, Lawn & Garden",16227,"Pressure Washers",49.9,-7,99,194,4940.1,360,3.9,"MEIKELAMEI",1,"N/A","N/A","Large Standard-Size",5.5,11.5,13.75,8.1,347.27,1207.9,"10/01/2023",6,5,5,0.28
"https://amazon.com/dp/B0C8B17JN1","B0C8B17JN1","2Set Rainwater Collection System,Downspout Diverter with Adjustable Collection Capacity, UV-Resistant Rain Barrel Diverter Kit RainWater Catching(2 * 3, White 2set)","KMJETNIVY","FBA","Patio, Lawn & Garden",17872,"Rain Barrels",35.89,"N/A",214,134,7680.46,259,4.1,"KMJETNIVY",1,5132,"N/A","Large Standard-Size",17,11,4,1,298.68,1038.89,"05/01/2023",8,6,4,0.83
"https://amazon.com/dp/B0C3QV8Y29","B0C3QV8Y29","Tayney Orange Kitchen Curtains Beige Grey Window Curtains Over Sink Set of 2, Abstract Painting Art Short Tier Curtain for Kitchen, Modern Small Kitchen Decor 26"" x 36""","Tayney","FBA","Home & Kitchen",67863,"Tiers",14.99,-4,272,212,4077.28,108,4.2,"Tayney",1,"N/A","N/A","Small Standard-Size",0.35,7.36,9.17,0.37,9.56,33.24,"07/01/2023",4,7,36,2.52
"https://amazon.com/dp/B0BVM6J486","B0BVM6J486","FIROS PLA 3D Printer Filament 1.75mm PLA Filament 2.2lbs/1kg Spool 3D Printing Filament 1.75mm 3D Printer PLA Filament Dimensional Accuracy +/- 0.03mm, White PLA Fit Most FDM Printers","FIROS","FBA","Industrial & Scientific",12290,"3D Printing Filament",13.99,1,397,-46,5554.03,90,4.2,"abcpretty",1,"N/A","N/A","Large Standard-Size",3.23,8.62,14.68,2.82,163.21,567.68,"11/01/2023",6,7,11,4.46
"https://amazon.com/dp/B0C36WCK13","B0C36WCK13","Spiral Taper Candle Twisted Candlesticks,Set of 4 Green Candle Stick Christmas Tapered Candles Long Twist Candle for Home Décor Dinner Festive Holiday (3D4PC-GREEN-9 INCH)","Gedengni","FBA","Home & Kitchen",47526,"Taper Candles",18.99,"N/A",557,-47,10577.43,376,4.2,"The Best Way",1,"N/A","N/A","Large Standard-Size",1.65,5.43,11.5,0.6,41.14,143.1,"11/01/2023",8,7,39,1.48
"https://amazon.com/dp/B0BZ9GKZ56","B0BZ9GKZ56","Spring Pure Copper Hammered Design Pitcher and Bedside Carafe, Lid can be Used as Glass for Drinking (1.4 LTR) Venus Jar Sea Green","Spring","FBA","Kitchen & Dining",48823,"Carafes",50,"N/A",112,0,5600,24,3.8,"Spring Home Collections",1,"N/A","N/A","Large Standard-Size",5.12,5.28,10.12,0.99,109.24,379.97,"01/01/2024",2,6,5,4.67
"https://amazon.com/dp/B0C2GYZ5H2","B0C2GYZ5H2","Krightlink Step Ladder Folding Step Stool with Wide Anti-Slip Pedal, Portable Sturdy Steel Step Ladders Lightweight for Kitchen Household and Office (3 Step)","Krightlink","FBA","Tools & Home Improvement",48813,"Step Ladders",38.99,-8,209,-5,8148.91,175,3.9,"Krightlink",1,"N/A","N/A","Small Oversize",2,18.6,32,8.5,330.67,826.67,"12/01/2023",8,7,6,1.19
"https://amazon.com/dp/B0C49NBDW6","B0C49NBDW6","5 Pcs 8 1/2'' x 11'' Rigid Magnetic Sign Holder Magnetic Frames Clear Plastic Paper Holder with Magnet Borders Magnetic Document Holder for Letter Size Poster Display Home Office Store","Yexiya","FBA","Office Products",21660,"Store Sign Holders",16.99,"N/A",270,119,4587.3,19,3.9,"Jingfanun",1,"N/A","N/A","Small Standard-Size",0.75,10.16,12.09,0.93,36.79,127.95,"10/01/2023",6,6,5,14.21
"https://amazon.com/dp/B0BTSVXJ3Z","B0BTSVXJ3Z","ZYJT White Oak Edge Banding, 3/4 inch x 50ft roll of Real Wood Edge Banding Pre-glued Flexible, Veneer Tape Banding for Cabinet Repair Furniture Restoration","ZYJT","FBA","Tools & Home Improvement",11955,"Veneers",15.88,"N/A",827,154,13132.76,149,4.2,"ZYJT",1,"N/A","N/A","Large Standard-Size",0.79,5.35,7.48,0.23,12.59,43.8,"01/01/2024","-",8,223,5.55
"https://amazon.com/dp/B0C6JJSQ92","B0C6JJSQ92","Harloon 4 Pieces Boho Arch Wood Bookends Rainbow Arch Book Lovers Gift Ideas Non Skid Bookend Decorative Wooden Book Stand Book Stoppers for Books Movies Cds","Harloon","FBA","Office Products",26157,"Bookends",22.99,-1,261,-16,6000.39,17,3.5,"Muasung",1,"N/A","N/A","Large Standard-Size",2.36,4.06,5.94,1.15,22.73,79.05,"01/01/2024",7,7,4,15.35
"https://amazon.com/dp/B0B1TL52KD","B0B1TL52KD","DPSAFETY High Visibility Hoodie for Men,Class3 Hi Vis Hoodie with Zipper,Reflective Hoodie Hood,Construction Work Safety Sweatshirt with Large Front Pocket for Men/Women Black Bottom 3XL","DPSAFETY","FBA","Tools & Home Improvement",28819,"Shirts",46.99,-3,301,-22,14143.99,106,3.9,"dpsafety",1,"N/A","N/A","Large Standard-Size",3.23,12.13,14.96,1.76,234.05,814.07,"10/01/2023","-",7,49,2.92
"https://amazon.com/dp/B0C4TH6XYD","B0C4TH6XYD","APBATS 5 Tier Removable Movable Bookshelf, Mobile Unique Bookcase, Utility Organizer Yellow Bookshelves with Wheels for Kids Children Students Study in Bedroom Living Room Home School","APBATS","FBA","Home & Kitchen",227914,"Bookcases",38.98,12,214,20,8341.72,180,3.9,"Muzhou Business",1,"N/A","N/A","Large Standard-Size",6.89,12.4,15.31,4.37,522.3,1816.7,"08/01/2023",8,8,8,1.19
"https://amazon.com/dp/B0C1TRPTFC","B0C1TRPTFC","BEKVEM Bamboo Folding Step Stool with Sturdy Structure and Wide Stepping Surface for Safety, Multi-Purpose Foldable Step Stool, Step Ladder for Bathroom,Bedroom,Kitchen Step Stools for Adults 350 lbs","BEKVEM","FBA","Home & Kitchen",87314,"Step Stools",49.99,18,246,93,12297.54,41,3.8,"BEKVEMLIVING",1,"N/A","N/A","Large Standard-Size",4.61,13.58,17.72,10.93,442.61,1539.51,"01/01/2024",7,7,0,6
"https://amazon.com/dp/B0BW5RVQRS","B0BW5RVQRS","JNSMFC 12 Oz Double Wall Glass Coffee Mugs Set of 6 - with 6 Spoons,Insulated Glass Coffee Espresso Cups,Clear Borosilicate Glass Coffee Mugs,Perfect for Latte,Tea,Milk,Cold Beverage,Cappuccino","JNSMFC","FBA","Kitchen & Dining",81409,"Mug Sets",29.99,-8,144,156,4318.56,47,4.1,"JNSM store",1,"N/A","N/A","Large Standard-Size",5.43,8.82,13.27,3.02,253.77,882.69,"01/01/2024","-",7,6,3.06
"https://amazon.com/dp/B0C4GX9KJK","B0C4GX9KJK","GARTO LED Under Cabinet Lights 2 Packs,21.26 inch Motion Sensor USB Rechargeable Closet Light,Dimmable Hill Effect Under Counter Lights for Kitchen Wardrobe Trunk(Silver, 21.26inch-2 Pack)","GARTO","FBA","Tools & Home Improvement",59193,"Under-Cabinet Lights",36.99,-4,184,88,6806.16,48,4.2,"GARTO-US",1,"N/A","N/A","Large Standard-Size",1.3,3.46,11.89,0.88,21.36,74.28,"01/01/2024",7,7,9,3.83
"https://amazon.com/dp/B0C1GN13M9","B0C1GN13M9","Millsilo Floor Pillow, Large Floor Cushions, Square Floor Cushion Seating for Adults Kids, Tufted Thick Meditation Cushion for Yoga Living Room Tatami Fireplace Outdoor Floor, 22x22x4 Inch, Coffee","Millsilo","FBA","Home & Kitchen",28578,"Floor Pillows & Cushions",28.99,"N/A",380,111,11016.2,83,4.2,"Millsilo",1,"N/A","N/A","Large Standard-Size",4.17,11.02,14.84,2.54,272.31,947.15,"07/01/2023",7,8,34,4.58
"https://amazon.com/dp/B0C7DYM39L","B0C7DYM39L","Laura Ashley - Anti-Fatigue Kitchen Mat, Iris Floral Design, Stain, Water & Fade Resistant, Cooking & Standing Relief, Non-Slip Backing, 2 Piece Set, Tawny Yellow","Laura Ashley","Amazon","Kitchen & Dining",69457,"Comfort Mats",42.72,-3,131,744,5596.32,55,4,"Amazon",2,"N/A","N/A","Small Oversize",6.73,7.91,18.15,4.92,"N/A","N/A","01/01/2024",5,8,12,2.38
"https://amazon.com/dp/B0C3CW35Y5","B0C3CW35Y5","VOLEAAR Glossy Grey Marble Contact Paper 35 x 196 Inches Peel and Stick Wallpaper Vinyl Film Self Adhesive Removable Waterproof Wall Paper for Countertop Cabinet","VOLEAAR","FBA","Tools & Home Improvement",33812,"Wallpaper",49.99,3,242,70,12097.58,270,4,"VOLEAAR WALLPAPER",1,"N/A","N/A","Small Oversize",2.25,2.25,36,2.2,50.63,126.56,"10/01/2023","-",7,38,0.9
"https://amazon.com/dp/B0C6945C57","B0C6945C57","Zipper Fitted Sheet, Twin Size Zipper Fitted Sheet 8 Inch Deep Pocket, Hotel Quality Brushed Microfiber Bottom Sheet, Soft Wrinkle-Free Sheet, Zipper Mattress Cover 1 Fitted Sheet Only - Sage","SKY BEDDINGS","FBM","Home & Kitchen",70371,"Fitted Sheets",40.94,"N/A",341,105,13960.54,48,4.2,"Sky Beddings",1,"N/A","N/A","Large Standard-Size",11,9,2.5,1.87,"N/A","N/A","10/01/2023",3,7,270,7.1
"https://amazon.com/dp/B0C69473KV","B0C69473KV","Zipper Fitted Sheet, Twin Size Zipper Fitted Sheet 12 Inch Deep Pocket, Hotel Quality Brushed Microfiber Bottom Sheet, Soft Wrinkle-Free Sheet, Zipper Mattress Cover 1 Fitted Sheet Only - Burgundy","SKY BEDDINGS","FBM","Home & Kitchen",70371,"Fitted Sheets",44.09,"N/A",341,105,15034.69,48,4.2,"Sky Beddings",2,"N/A","N/A","Large Standard-Size",11,9,2.5,1.97,"N/A","N/A","10/01/2023","-",7,270,7.1
"https://amazon.com/dp/B0C692R9VB","B0C692R9VB","Zipper Fitted Sheet, Extra Long Zipper Fitted Sheet 8 Inch Deep Pocket, Hotel Quality Brushed Microfiber Bottom Sheet, Soft Wrinkle-Free Sheet, Zipper Mattress Cover 1 Fitted Sheet Only - Sage","SKY BEDDINGS","FBM","Home & Kitchen",70371,"Fitted Sheets",43.04,"N/A",341,105,14676.64,42,4.2,"Sky Beddings",2,"N/A","N/A","Large Standard-Size",11,9,2.5,1.99,"N/A","N/A","10/01/2023",6,7,270,8.12
"https://amazon.com/dp/B0C3L61DZ5","B0C3L61DZ5","Foiresoft No Tools Pleated Fabric Shades, Temporary Window Blinds, No Drilling Self Adhesive Blinds, Easy to Cut and Install, Trim at Home, Cordless Duo Tone Blackout White, 36 in X 72 in, 1 Pack","Foiresoft","FBA","Home & Kitchen",275122,"Pleated Shades",25.77,-20,266,376,6854.82,134,3.9,"foiresoft",1,"N/A","N/A","Small Oversize",1.3,1.75,36.4,0.61,23,57.51,"07/01/2023",8,4,79,1.99
"https://amazon.com/dp/B0C1T8GWR3","B0C1T8GWR3","Atomizer Sprayer，Rechargeable ULV Nano Sprayer with Blue Light,Electrostatic ULV Atomizer Sprayer，Electrostatic Portable Sprayer","S OUJCEN","FBA","Patio, Lawn & Garden",29929,"Foggers",26.99,"N/A",168,290,4534.32,29,4,"SOUJCEN",1,"N/A","N/A","Large Standard-Size",3.54,8.03,9.76,1.15,110.78,385.33,"01/01/2024",7,7,0,5.79
"https://amazon.com/dp/B0C2TS7HMF","B0C2TS7HMF","Oxdigi Wooden Slat Peel and Stick Wallpaper - Self-Adhesive Contact Paper with 3D Effect | Waterproof & Removable | PVC Contact Paper for Countertops & Cabinets | 11.8 in x 16.4 ft | Light Wood","Oxdigi","FBA","Tools & Home Improvement",23928,"Wallpaper",15.99,"N/A",509,97,8138.91,113,3.9,"Freshtour Technology Limited",1,2139,"N/A","Large Standard-Size",1.89,1.93,11.97,1.01,17.42,60.6,"01/01/2024",7,7,15,4.5
"https://amazon.com/dp/B0BS3K2ZFJ","B0BS3K2ZFJ","Hygie Rinse Pull-out Faucet Hose Replacement Compatible with Hansgrohe/Grohe Kitchen Faucets with 6 Adapters, Standard 88624000/46174000 /46092000 Model Hose Replacment, 59 Inches, with Weight Ball","Hygie Rinse","FBA","Tools & Home Improvement",24848,"Faucet Spray Hoses",28.99,2,326,,9450.74,55,4.1,"Home working Hall",1,"N/A","N/A","Large Standard-Size",2.4,5.67,6.02,1.68,32.71,113.78,"01/01/2024",7,6,7,5.93
"https://amazon.com/dp/B0C1YPC681","B0C1YPC681","Focuprodu Bench Cushion. Non-Slip Bench Cushion for Indoor/Outdoor in Multiple Scenarios.45x18 Inch Bench Cushion Ideal Cushion for Benches, Sofas and Raised Windows. (45x18x4, Light Gray)","Focuprodu","FBA","Patio, Lawn & Garden",69284,"Cushions",41.99,-5,169,-56,7096.31,77,4.2,"Focuprodu",1,"N/A","N/A","Large Standard-Size",4.09,11.02,16.38,3.84,294.8,1025.38,"11/01/2023",2,7,15,2.19
"https://amazon.com/dp/B0C7ZF2XG4","B0C7ZF2XG4","MTLEE 60 Sets Baby Shower Favors for Guests Little Cutie Party Favors Tea Light Candles with Thank Tags and Return Gift Bags Cutie Baby Shower Decorations for Baby Gender Reveal Party (Animal)","MTLEE","FBA","Home & Kitchen",35159,"Birthday Candles",17.99,-4,407,823,7321.93,64,4.2,"Yinyee",1,"N/A","N/A","Large Standard-Size",1.89,5.98,8.94,1.1,40.35,140.34,"10/01/2023",7,7,11,6.36
"https://amazon.com/dp/B0C5MK2721","B0C5MK2721","HUISEFOR Stand Mixer Cover Compatible with Kitchen Aid Mixer, Cute Sunflower Kitchen Appliance Dustproof Covers with Accessories Pockets, Fits All Tilt Head & Bowl Lift Models Mixers","HUISEFOR","FBA","Home & Kitchen",100137,"Mixer Parts & Accessories",17.99,4,269,11,4839.31,94,4.2,"HUISEFOR",2,"N/A","N/A","Large Standard-Size",1.18,5.79,10.24,0.4,27.94,97.17,"11/01/2023",7,7,156,2.86
"https://amazon.com/dp/B0C2PX25G4","B0C2PX25G4","MixcMax Under Bed Storage with Wheels - Rolling Underbed Storage Containers with Lid, Metal Under Bed Shoe Storage Organizer Drawer, Underbed Storage Bins for Clothes Toys Books (2 Pack, Black)","MixcMax","FBA","Home & Kitchen",65796,"Under-Bed Storage",44.98,-2,304,3,13673.92,110,4.2,"Haojun Auto-US",1,"N/A","N/A","Small Oversize",6.73,14.17,18.74,8.44,496.42,1241.06,"08/01/2023",7,13,7,2.76
"https://amazon.com/dp/B0C547P19W","B0C547P19W","Automatic Chicken Feeder Set Hanging Chicken Feeder No Waste Poultry Feeder Kit 20lb Chicken Feed Container","mozoba","FBA","Patio, Lawn & Garden",38503,"Feeders",49.99,"N/A",101,110,5048.99,18,4.1,"mozoba",1,"N/A","N/A","Large Standard-Size",7.5,10.5,11.3,4,355.33,1235.94,"01/01/2024",7,6,2,5.61
"https://amazon.com/dp/B0C6Q6F34F","B0C6Q6F34F","Gardenia Fertilizer for Gardenias, Camellia and Rhododendron Plants, Flowering Liquid Plant Food 32 oz (1 Quart)","TPS NUTRIENTS","FBA","Patio, Lawn & Garden",12038,"Fertilizers & Plant Food",24.99,28,207,278,5172.93,55,4.1,"TPS Nutrients",1,"N/A","N/A","Large Standard-Size",3.11,3.27,8.94,2.51,36.3,126.27,"07/01/2023",5,6,4,3.76
"https://amazon.com/dp/B0C1RDN5B1","B0C1RDN5B1","Kitico Black and Gold Peel and Stick Wallpaper Black Stripe Contact Paper Removable Self Adhesive Wallpaper Waterproof Geometric Wallpaper for Walls Covering Vinyl Rolls 17.3''x393.7''","Kitico","FBA","Tools & Home Improvement",37501,"Wallpaper",29.99,"N/A",406,66,12175.94,115,4.1,"Kitico",1,"N/A","N/A","Large Standard-Size",2.24,2.36,17.6,2.34,37.15,129.22,"10/01/2023",6,7,8,3.53
"https://amazon.com/dp/B0C4L2J8ZW","B0C4L2J8ZW","Ronlap Furniture Movers, Furniture Dollies Moving Dolly 4 Wheels Heavy Duty, Furniture Lifter Mover Tool Set for Moving Equipment Heavy Furniture Appliance Refrigerator Sofa, 1280Lbs Capacity, Black","Ronlap","FBA","Industrial & Scientific",48932,"Dollies",39.99,"N/A",196,-54,7838.04,210,3.6,"SonLap",1,"N/A","N/A","Large Standard-Size",3.7,8.86,12.68,7.63,165.95,577.21,"07/01/2023",7,7,4,0.93
"https://amazon.com/dp/B0C4M893JD","B0C4M893JD","Door Draft Stopper with Brush Reduce Noise, 39"" Rubber Door Sweep Breeze Blocker, Adjustable Under Door Draft Stoppers, Soundproofing for Doors, Door Seal - Grey","YINGD","FBA","Home & Kitchen",66314,"Draft Stoppers",13.99,"N/A",388,,5428.12,108,3.7,"ETONT",1,"N/A","N/A","Large Standard-Size",2.24,6.3,6.93,0.66,39.05,135.83,"01/01/2024",6,7,4,3.59
"https://amazon.com/dp/B0C2KJH37D","B0C2KJH37D","CHHKON Velvet Recliner Covers for Recliner Chair Cover Waterproof Chair Covers for Living Room Non-Slip Bottom Furniture Protector with Adjustable Stretchy Straps (Grey, 23"")","CHHKON","FBA","Home & Kitchen",206971,"Recliner Slipcovers",29.99,"N/A",143,343,4288.57,91,4.2,"CHHKON",1,"N/A","N/A","Large Standard-Size",3.5,12.91,16.22,2.58,292.65,1017.92,"07/01/2023","-",7,18,1.57
"https://amazon.com/dp/B0C3L5N5TG","B0C3L5N5TG","Cedar Space Lavender Sachet Bags for Drawers and Closets 24 Lavendar Sachet Bags Filled with Premium Dried Scented Lavender Bridal Shower Favors Home Fragrance Sachet Packets Closet Smell Freshener","Cedar Space","FBA","Home & Kitchen",82103,"Sachets",16.99,-6,266,187,4519.34,134,4.2,"Cedar Space",1,"N/A","N/A","Large Standard-Size",2.32,7.4,7.44,0.57,51,177.4,"10/01/2023",7,7,4,1.99
"https://amazon.com/dp/B0BBSXWWYK","B0BBSXWWYK","Tatazone 16.4ft Tunable White Smart COB Led Strip Light Kit, CCT 2700K-6500K Bright COB Led Tape Light Work with Alexa and Google, Dimmable Indoor COB Led Ribbon for Kitchen Cabinet, Room, TV","Tatazone","FBA","Tools & Home Improvement",82275,"LED Strip Lights",39.99,"N/A",116,12,4638.84,62,4,"Tatazone",1,"N/A","N/A","Large Standard-Size",1.77,5.28,5.31,0.55,19.82,68.92,"01/01/2024",8,7,4,1.87
"https://amazon.com/dp/B0C744K52L","B0C744K52L","TWISBAY Crochet Kit for Beginners with Crochet Yarn - Trex Dinosaur Amigurumi Crochet Kit with Step-by-Step Video Tutorials for Adults and Kids","TWISBAY","FBA","Arts, Crafts & Sewing",30819,"Crochet Kits",17.99,-22,664,93,9953.36,113,3.9,"HUNSTAR",1,"N/A","N/A","Large Standard-Size",2.4,4.92,5.67,0.29,26.73,92.99,"11/01/2023",7,5,7,5.88
"https://amazon.com/dp/B0C23Z4JH4","B0C23Z4JH4","VOLEAAR Light Green Contact Paper 15.7 x 393.7 Inches Pure Green Peel and Stick Wallpaper Vinyl Adhesive Waterproof Solid Color Green Wall Paper Stick on Room Walls Kitchen Tabletop","VOLEAAR","FBA","Tools & Home Improvement",60197,"Wallpaper",29.99,14,218,34,6537.82,146,4.1,"VOLEAAR WALLPAPER",1,4396,"N/A","Large Standard-Size",2.32,2.32,16.06,2.18,34.52,120.06,"08/01/2023","-",6,66,1.49
"https://amazon.com/dp/B0C193TY1N","B0C193TY1N","TUTOTAK C Shaped End Table with Charging Station, Tv Tray Table with 2 USB Ports and Outlets, Couch Table, Snack Table, Sofa Side Table for Small Spaces, Living Room, Bedroom TB01BG044","TUTOTAK","FBA","Home & Kitchen",144603,"End Tables",35.99,"N/A",140,,5038.6,60,4.1,"TUTOTAK",1,"N/A","N/A","Large Standard-Size",3.31,12.95,17.13,8.47,293.2,1019.82,"01/01/2024",7,5,6,2.33
"https://amazon.com/dp/B0C1Z7TS6M","B0C1Z7TS6M","TRSPCWR Hair Tool Organizer, White Hair Dryer Holder, Bathroom Countertop Blow Dryer Holder with Side Basket, Hollow Out Flower Design, Vanity Caddy Storage Stand for Accessories, Makeup, Toiletries","TRSPCWR","FBA","Home & Kitchen",142934,"Bathroom Trays",32.99,"N/A",192,1,6334.08,141,4.2,"TRSPCWR",1,"N/A","N/A","Large Standard-Size",7.72,8.07,16.69,5.31,415.2,1444.16,"01/01/2024",8,8,4,1.36
"https://amazon.com/dp/B0BVBLKFWQ","B0BVBLKFWQ","Whalehub Natural Rattan Round Fruit Basket Bowls, Hand Woven Decor Serving Baskets, Wicker Storage for Dinning Room (Wave-Combo)","Whalehub","FBA","Kitchen & Dining",23052,"Bread & Serving Baskets",36.99,-4,247,1962,9136.53,15,4,"Whalemart Trading",1,"N/A","N/A","Large Standard-Size",10.2,10.2,4.3,0.99,178.64,621.35,"02/01/2024",6,6,6,16.47
"https://amazon.com/dp/B0B8X3JSPY","B0B8X3JSPY","Easy-Going Waterproof Sectional Couch Covers with Chaise 2-Piece Non Slip L Shape Sofa Cover for Dogs Leakproof Furniture Protector Cover with Adjustable Strap for Pets (X-Large, Beige)","Easy-Going","FBA","Home & Kitchen",188872,"Sofa Slipcovers",44.99,-25,113,-22,5083.87,74,4,"Easy-Going home textiles",1,"N/A","N/A","Large Standard-Size",7.28,13.11,17.17,7.39,654.35,2276,"07/01/2023",1,7,21,1.53
